ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Kuppam,janasena party,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,Pension,suprem court,ap development,tadipatri,Anam Ramanarayana Reddy,varahi ,nellore mekapati,nandigama,High Court
UqSx22Tdpzg,2022-12-29,-0.9956244826316832,3041.0,TV9,359.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-c2wNPgqA,2022-12-29,-0.9984439015388488,1094.0,TV9,307.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cEzOFGG4H4,2022-12-29,-0.8947004079818726,6490.0,ABN,220.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PgCauDPDZ0g,2022-12-29,0.9948694705963136,45988.0,TV9,370.0,111.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rYQwnPhJgHQ,2022-12-29,-0.9976167678833008,1014.0,TV9,250.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omrw7zI0h50,2022-12-29,0.9985098242759703,760.0,TV9,270.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aklc69rQyKY,2022-12-29,-0.9988914132118224,3955.0,ABN,350.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LYR3dPl9gco,2022-12-30,0.9955527186393738,1717.0,TV5,400.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0kPTAOz8EZE,2022-12-31,-0.998230755329132,663.0,TV9,308.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9-iFaGLZlTU,2023-01-02,-0.9975850582122804,23472.0,TV5,400.0,65.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKxeM78j1ng,2023-01-02,0.99628084897995,10794.0,TV9,76.0,10.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
xCwsw0YfX5Q,2023-01-03,0.998252809047699,1927.0,TV9,322.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3OR7S6_COgE,2023-01-03,-0.998688280582428,1489.0,ABN,167.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
LBraXahFYqM,2023-01-04,-0.9984633922576904,1335.0,ABN,190.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tuFq3D6wd6g,2023-01-04,0.9979488253593444,4255.0,TV9,397.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVpHuOtE6ng,2023-01-04,-0.9979225993156432,37021.0,TV9,158.0,43.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GxV2Bm82j6U,2023-01-04,-0.99761164188385,8557.0,TV9,138.0,19.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NbcvG7qG7s,2023-01-05,-0.997269570827484,2313.0,TV9,333.0,12.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1VlXPBN2n_0,2023-01-05,-0.999414563179016,3523.0,TV9,294.0,19.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
8Tj7fiNZDvo,2023-01-06,0.9982138872146606,4474.0,TV9,364.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-Mo9o9zrsQ,2023-01-06,-0.9966166615486144,1767.0,TV9,86.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IinC7SplEPg,2023-01-06,0.9966829419136048,8521.0,TV9,373.0,7.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cFvVX4YImgs,2023-01-06,0.9801053404808044,1746.0,ABN,150.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UYXxDlrV72I,2023-01-06,-0.846425473690033,31803.0,TV9,308.0,13.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gLUNwYNOtk,2023-01-06,0.9959909319877625,83028.0,TV5,585.0,64.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_gJlL6nwaZA,2023-01-07,0.9986507296562196,7173.0,TV9,423.0,33.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xS0xbghmpSk,2023-01-07,-0.99591463804245,3466.0,Sakshi,555.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usAKqJ4yBHU,2023-01-07,0.9973142743110656,1138.0,ABN,544.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUgmq_-0Zw,2023-01-08,-0.9990563988685608,29870.0,ABN,293.0,65.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tQCbB6-NF1Y,2023-01-08,-0.9976937174797058,2645.0,ABN,107.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
mUTZ6QAcRjM,2023-01-08,0.94589763879776,2797.0,TV9,302.0,21.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73omhIzB8hM,2023-01-08,-0.99833482503891,1218.0,ABN,181.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fP1nRz-v7xw,2023-01-08,-0.997236967086792,40929.0,ABN,296.0,97.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
TYliQpC80uQ,2023-01-08,-0.9994592070579528,7187.0,ABN,267.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
qX6fWasiSYw,2023-01-08,-0.9984967708587646,2020.0,ABN,321.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dVIEGkqrzBU,2023-01-09,0.994776487350464,3137.0,Sakshi,199.0,43.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AQECVwRTGmI,2023-01-09,0.9584266543388368,5553.0,ABN,370.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_F5RC0afXjQ,2023-01-09,-0.9978662133216858,2339.0,ABN,120.0,5.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivtwygh4Wr8,2023-01-10,-0.9994326233863832,2590.0,ABN,373.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDpIgnl_UUk,2023-01-10,-0.998082399368286,3584.0,TV9,375.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5wp3zg5lsfg,2023-01-10,-0.9987240433692932,529.0,TV5,323.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zRUSSiuZ0Tg,2023-01-10,-0.99146968126297,4348.0,TV9,315.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vEtQc56K7c4,2023-01-11,-0.9983000159263612,535.0,ABN,155.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
j6s-_LXL25M,2023-01-11,-0.9838077425956726,4796.0,ABN,246.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71SGPGmCYXY,2023-01-11,-0.9981936812400818,2887.0,ABN,160.0,10.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mQO2R9yiyJ0,2023-01-11,-0.9978299736976624,2361.0,ABN,125.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pUq1H9k97D8,2023-01-11,0.993974506855011,1882.0,ABN,210.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HnYtFExkVMc,2023-01-11,-0.994904398918152,1353.0,ABN,200.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAAAjfSbVEk,2023-01-12,0.9979536533355712,1968.0,TV9,277.0,6.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGud9EGECQ,2023-01-12,0.9985925555229188,1215.0,TV9,284.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
dBnxMW3ZJCA,2023-01-12,0.9979588985443116,843.0,TV9,269.0,3.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
peG3zJcS8Rs,2023-01-12,-0.9928597807884216,11403.0,ABN,225.0,32.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdp6N25ohoo,2023-01-12,-0.9872605800628662,1009.0,TV5,412.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hBa1wVaN9Ps,2023-01-12,0.998082995414734,854.0,Sakshi,212.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nJAIRiphz_U,2023-01-12,0.9986118078231812,741.0,TV9,283.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JpsVGAu1TPc,2023-01-13,0.9941728711128236,56653.0,TV5,185.0,99.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yJcTQgC4C_U,2023-01-13,0.9951100945472716,238905.0,ABN,287.0,307.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2jsNMldMpmg,2023-01-14,0.9964178800582886,4180.0,ABN,110.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yygSk1Bb5zI,2023-01-14,-0.9862701296806335,1892.0,TV9,413.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sUZBMK8shb4,2023-01-14,-0.9945818781852722,7413.0,ABN,220.0,11.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URHIACBZ8AE,2023-01-14,0.9985070824623108,1617.0,TV9,65.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Ke3oSi2yjG4,2023-01-14,-0.997757852077484,52250.0,ABN,295.0,44.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QfSdSZYbbGY,2023-01-14,-0.9925518035888672,55697.0,ABN,365.0,36.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kuNJghydl04,2023-01-14,0.9950529932975768,3547.0,ABN,220.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Zlon2okp3ME,2023-01-14,-0.9960010647773744,4873.0,ABN,187.0,1.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gKglJIjj6VE,2023-01-14,-0.9994511008262634,8097.0,ABN,285.0,18.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
tReDJVgjjfo,2023-01-14,0.9988309741020204,3077.0,TV9,430.0,7.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-Vl8anx55E,2023-01-14,-0.9986155033111572,9247.0,ABN,200.0,22.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eTnu-iPCpbQ,2023-01-14,-0.998112678527832,11247.0,ABN,110.0,16.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItL19x3g5uM,2023-01-14,-0.9942554831504822,12533.0,ABN,175.0,25.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7Z7-kDHuw64,2023-01-15,-0.9960839748382568,2141.0,TV9,270.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IUyTBiJ0wHM,2023-01-15,-0.999057114124298,2124.0,TV5,445.0,5.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7BNoVBTDRAs,2023-01-15,-0.9977399110794068,1487.0,TV9,274.0,8.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
qgIjn2eFwas,2023-01-16,-0.9905049204826356,26492.0,TV5,420.0,72.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thy4PhXncbk,2023-01-16,-0.9932252764701844,1644.0,TV9,110.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jAOmMjv9-80,2023-01-17,-0.9923789501190186,2741.0,ABN,270.0,9.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
kE8A8Nu02Go,2023-01-17,-0.9936000108718872,2280.0,TV9,389.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idNr6EyDAfE,2023-01-17,0.9488526582717896,14973.0,ABN,265.0,32.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BpM9FhZIKE0,2023-01-17,-0.9989983439445496,1807.0,ABN,185.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr7R-pWvRDw,2023-01-17,-0.9942643046379088,3769.0,ABN,215.0,4.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qiZyEK3gjOw,2023-01-18,0.998698592185974,3337.0,TV9,341.0,10.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rJUfQk4pWNc,2023-01-18,0.9952182173728944,526.0,TV5,211.0,0.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GqWnLIi5L8A,2023-01-20,-0.9994055032730104,4322.0,ABN,538.0,2.0,hindupur.png,Nandamuri Balakrishna,TDP,Hindupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
